user_id,status_id,created_at,created_at_date,pull_date,date_difference,screen_name,text,source,favorite_count,ln_favorite_count,favorite_count_prop,ln_favorite_count_prop,retweet_count,ln_retweet_count,retweet_count_prop,ln_retweet_count_prop,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function.,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,WC_mc,social_engagement_index,buzz,polarity,politically_oriented
x28138045,x820316519137759233,1/14/2017 17:07,1/14/2017,11/19/2020,1405,perezpena,"Who will be US ambassador to San Escobar? I'm betting Alex Portnoy, Antonia Shimerda, or Atticus Finch. https://t.co/LsWxMHaxGt",nytimes,1,0.693147181,0.000711744,0.000711491,0,0,0,0,22,32.58,67.52,2.4,25.77,7.33,36.36,40.91,31.82,13.64,9.09,4.55,4.55,0,0,0,4.55,0,4.55,13.64,0,4.55,0,13.64,0,0,4.55,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,9.09,0,4.55,0,0,0,0,0,0,0,0,0,9.09,4.55,0,0,4.55,0,0,9.09,4.55,0,0,0,0,0,0,0,4.55,0,0,4.55,0,4.55,0,0,0,36.36,9.09,9.09,0,0,4.55,0,0,0,4.55,0,9.09,-2.013990314,0.000355746,0,0,1
x54182985,x943504179317936128,12/20/2017 15:31,12/20/2017,11/19/2020,1065,lhinnant,"9,000-plus died in battle with Islamic State group for Mosul, according to an @AP analysis of records; at least 3,200 killed by US-led coalition bombardment, 10x what US has acknowledged; great reporting by @sgreports @qabdulzahra @mokhbersahafi @lhinnant https://t.co/43udZB0Tkh",ap,0,0,0,0,7,2.079441542,0.00657277,0.006551263,47,98.74,85.63,4.23,4.35,47,25.53,55.32,29.79,6.38,4.26,0,4.26,0,0,0,2.13,2.13,19.15,2.13,0,2.13,0,4.26,4.26,2.13,2.13,8.51,4.26,6.38,2.13,4.26,0,4.26,0,6.38,0,0,0,0,6.38,4.26,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,6.38,0,2.13,4.26,0,4.26,2.13,0,6.38,2.13,4.26,0,4.26,0,0,0,2.13,4.26,2.13,0,2.13,0,0,0,34.04,2.13,8.51,0,4.26,0,0,4.26,0,0,0,14.89,22.98600969,0.003275632,1,0,1
x17389023,x1206956379090694145,12/17/2019 15:16,12/17/2019,11/19/2020,338,davidwchen,"Not just priests.
Not just troop leaders.
Not just teachers.
In my latest deep dive, I reviewed all 1000+ cases filed under NY's Child Victims Act, and noticed dozens of coaches being accused, including some of the biggest names in hoops https://t.co/8geJoLPrjm via @NYTSports",nytimes,17,2.890371758,0.050295858,0.049071894,22,3.135494216,0.065088757,0.063058136,48,88.46,14.87,84.47,4.56,12,25,72.92,37.5,4.17,4.17,4.17,0,0,0,0,0,2.08,14.58,2.08,6.25,2.08,6.25,4.17,6.25,4.17,0,4.17,4.17,2.08,0,2.08,0,0,0,6.25,0,0,0,0,12.5,2.08,0,0,2.08,2.08,6.25,0,0,0,0,0,0,0,0,0,18.75,2.08,2.08,16.67,0,0,2.08,0,0,14.58,0,12.5,2.08,6.25,2.08,0,0,2.08,0,2.08,0,2.08,0,0,0,25,8.33,6.25,0,0,0,0,0,0,2.08,0,8.33,23.98600969,0.056065015,0,0,0
x19714682,x104294140883374080,8/18/2011 20:50,8/18/2011,11/19/2020,3381,DwightGarner,"Something good I'd forgotten about: Pauline Kael on her 5 favorite books related to movies, from Salon in 1999 http://t.co/idjTiZG",nytimes,2,1.098612289,0.000591541,0.000591366,3,1.386294361,0.000887311,0.000886918,24,93.26,66.17,7.84,99,24,25,62.5,33.33,12.5,8.33,4.17,0,0,4.17,0,4.17,0,20.83,4.17,4.17,0,0,8.33,4.17,0,0,8.33,0,8.33,8.33,0,0,0,0,8.33,0,0,4.17,0,8.33,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,4.17,0,4.17,0,0,8.33,0,8.33,0,4.17,8.33,0,0,0,0,4.17,0,4.17,0,0,0,25,4.17,4.17,4.17,0,0,0,0,0,4.17,0,8.33,-0.013990314,0.000739142,0,1,0
x262937086,x1311150543788814337,9/30/2020 3:47,9/30/2020,11/19/2020,50,DanBarryNYT,“Shitshow” is trending.,nytimes,52,3.970291914,1.04,0.712949808,6,1.945910149,0.12,0.113328685,3,18.82,1,1,1,3,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,33.33,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,100,33.33,0,0,0,0,0,0,66.67,0,0,0,-21.01399031,0.413139247,0,0,0
x167122787,x1277380854436724736,6/28/2020 23:18,6/28/2020,11/19/2020,144,EricShawnTV,On ⁦@foxnation⁩ now. Binge watch all three episodes! ⁦@FoxNews⁩ #fox #foxnation #crime #labor #MYSTERY #teamsters #streaming #StayHome #QuarantineLife #QuarantineAndChill https://t.co/4a27nHzVBg,foxnews,5,1.791759469,0.034722222,0.034133006,2,1.098612289,0.013888889,0.013793322,25,93.26,65.56,1.59,25.77,8.33,44,40,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,4,4,0,4,4,0,0,4,0,4,0,4,4,4,4,0,0,0,0,8,0,8,0,4,4,8,4,0,0,0,0,4,0,4,0,0,0,68,8,0,0,0,0,4,0,0,0,0,56,0.986009686,0.023963164,1,0,0
x246646501,x1268382736714268672,6/4/2020 3:23,6/4/2020,11/19/2020,168,magancrane,"The most stinging truth of 2020 is seeing how unprepared the majority of newsrooms across the country are to adequately cover this moment. Whether for financial lack, or editorial misdirection, or antiquated views of what a journalist should be. Our industry is Just. Not. Ready.",ap,0,0,0,0,1489,7.306531399,8.863095238,2.288800038,45,75.9,25.24,4.97,94.19,9,28.89,82.22,53.33,6.67,2.22,0,2.22,0,0,0,4.44,8.89,13.33,11.11,4.44,8.89,2.22,15.56,2.22,2.22,6.67,2.22,4.44,4.44,4.44,0,0,0,0,2.22,0,0,0,0,20,0,2.22,4.44,6.67,2.22,8.89,4.44,4.44,0,0,0,0,0,0,0,6.67,2.22,2.22,0,0,2.22,0,11.11,0,6.67,0,4.44,2.22,6.67,0,0,2.22,0,0,0,0,0,0,0,0,15.56,11.11,4.44,0,0,0,0,0,0,0,0,0,20.98600969,1.144400019,1,0,1
x28138045,x1053201340774502402,10/19/2018 8:29,10/19/2018,11/19/2020,762,perezpena,Tremendous exclusive by @ddknyt and @NYTBen : Saudis choose a fallguy for Khashoggi assassination https://t.co/9cVuAZsQsV,nytimes,9,2.302585093,0.011811024,0.011741818,11,2.48490665,0.014435696,0.014332493,18,98.87,50,1,25.77,18,33.33,38.89,22.22,0,0,0,0,0,0,0,0,5.56,11.11,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,5.56,0,0,0,33.33,5.56,0,5.56,0,0,0,0,0,0,0,22.22,-6.013990314,0.013037156,0,0,1
x54182985,x1018758173530951680,7/16/2018 7:24,7/16/2018,11/19/2020,857,lhinnant,Charles de Gaulle Étoile(s) station métro https://t.co/ML6Wl8D38t,ap,7,2.079441542,0.008168028,0.00813485,5,1.791759469,0.005834306,0.005817352,12,93.26,50,1,25.77,12,25,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,41.67,8.33,0,0,0,0,0,0,0,0,16.67,16.67,-12.01399031,0.006976101,0,0,1
x15770911,x906439359074902016,9/9/2017 8:49,9/9/2017,11/19/2020,1167,nekesamumbi,"Thank you, @nekesamumbi for inspiring me to find my next appointment #Failure #Greatness https://t.co/fR1PdDR3aJ",ap,0,0,0,0,1,0.693147181,0.000856898,0.000856531,18,86.43,50,87.07,99,18,33.33,66.67,27.78,16.67,16.67,11.11,0,5.56,0,0,0,0,11.11,0,0,0,0,11.11,5.56,0,0,0,0,22.22,16.67,5.56,0,0,5.56,5.56,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,5.56,11.11,0,5.56,0,11.11,0,5.56,0,0,5.56,5.56,0,0,0,0,0,5.56,0,5.56,0,0,0,38.89,5.56,5.56,0,0,0,0,0,0,0,0,27.78,-6.013990314,0.000428266,0,1,0
x54182985,x907891749288333312,9/13/2017 9:00,9/13/2017,11/19/2020,1163,lhinnant,YouTube yanked #isis videos that recruited jihadis. Victims want them to stay up as evidence of war crimes @seldeeb  https://t.co/mtkDb3z5Zz,ap,0,0,0,0,0,0,0,0,24,96.33,66.17,1.79,1,12,29.17,66.67,25,8.33,4.17,0,0,0,0,4.17,4.17,0,16.67,0,0,4.17,0,8.33,4.17,4.17,0,0,0,8.33,0,8.33,0,4.17,0,4.17,0,0,0,0,8.33,4.17,0,4.17,0,0,0,4.17,4.17,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,8.33,0,8.33,4.17,8.33,0,4.17,8.33,0,0,4.17,4.17,4.17,0,4.17,0,0,0,25,8.33,0,0,0,0,0,0,0,0,0,16.67,-0.013990314,0,0,0,1
x22055109,x803364064604942337,11/28/2016 22:24,11/28/2016,11/19/2020,1452,SteveDoocy,@kaltwasser_gail of course!,foxnews,0,0,0,0,0,0,0,0,4,99,50,1,25.77,4,25,50,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,25,0,0,0,0,50,-20.01399031,0,0,0,0
x18554022,x1038542702856597504,9/8/2018 21:40,9/8/2018,11/19/2020,803,JulietMacur,Spare a thought for Naomi Osaka. This is not how her dreams went. #usopen,nytimes,0,0,0,0,226,5.424950017,0.281444583,0.247988022,14,29.3,23.75,13.15,25.77,4.67,7.14,71.43,50,14.29,7.14,0,0,0,7.14,0,7.14,7.14,7.14,7.14,7.14,7.14,7.14,21.43,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,21.43,7.14,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,7.14,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,21.43,14.29,0,0,0,0,0,0,0,0,0,7.14,-10.01399031,0.123994011,0,1,0
x28138045,x1283383914040614913,7/15/2020 12:52,7/15/2020,11/19/2020,127,perezpena,"everything unsettling that is happening right now, in this moment, -- perhaps, in yet another letter you've read -- is about power. who has it, who wants it, how its wielded, and what it means to challenge and upend that.",nytimes,0,0,0,0,1140,7.03966035,8.976377953,2.300220094,38,1,94.27,33.36,25.77,19,18.42,94.74,68.42,34.21,2.63,0,0,2.63,0,0,31.58,0,10.53,10.53,13.16,7.89,0,21.05,0,0,10.53,0,2.63,5.26,2.63,2.63,2.63,0,0,13.16,0,0,0,0,15.79,2.63,2.63,2.63,5.26,2.63,0,0,0,0,0,0,0,0,0,0,5.26,0,2.63,2.63,0,0,2.63,15.79,2.63,18.42,0,7.89,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,34.21,5.26,15.79,0,0,0,0,10.53,0,2.63,0,0,13.98600969,1.150110047,1,0,1
x262937086,x1326974781934227458,11/12/2020 19:46,11/12/2020,11/19/2020,7,DanBarryNYT,"A Rhode Island institution: Scott MacKay. 
Thank you for all your wisdom and generosity over the years. We'll always have the @projo night shift of the '80s, making cop checks, Attleboro to Westerly. Enjoy the next chapter, my friend. https://t.co/O8H9GWT4UG",nytimes,8,2.197224577,1.142857143,0.762140052,0,0,0,0,44,96.54,94.4,31.94,99,8.8,13.64,70.45,34.09,9.09,9.09,2.27,2.27,4.55,0,0,0,11.36,9.09,4.55,0,2.27,0,9.09,2.27,0,0,0,4.55,9.09,9.09,0,0,0,0,11.36,0,2.27,0,0,9.09,2.27,2.27,0,0,4.55,0,0,0,0,0,0,0,0,0,0,9.09,4.55,0,4.55,0,0,0,4.55,2.27,13.64,0,4.55,9.09,2.27,0,0,0,0,0,2.27,0,2.27,0,0,0,31.82,11.36,6.82,2.27,0,0,0,0,0,4.55,0,6.82,19.98600969,0.381070026,0,1,1
x54182985,x745254656423628800,6/21/2016 13:58,6/21/2016,11/19/2020,1612,lhinnant,"Olive oil, hair dryers, trapeze hard hats - EU rules that pushed #Brexit over edge (most not actual rules) @rcasert  https://t.co/JaWguOVBCg",ap,0,0,0,0,0,0,0,0,24,88.46,20.24,23.51,25.77,24,12.5,50,12.5,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,0,4.17,4.17,8.33,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,4.17,0,4.17,12.5,0,0,4.17,4.17,4.17,0,0,0,12.5,0,0,12.5,0,0,0,0,0,12.5,4.17,8.33,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,41.67,4.17,8.33,0,0,0,0,4.17,0,0,8.33,16.67,-0.013990314,0,0,0,1
x19714682,x80677835282460672,6/14/2011 16:47,6/14/2011,11/19/2020,3446,DwightGarner,Cute little video from the ambitious openmargin.com but I still fear for note-taking in e-books  http://t.co/zJgljDu,nytimes,0,0,0,0,0,0,0,0,23,96.43,19.23,54.89,25.77,23,13.04,65.22,30.43,4.35,4.35,4.35,0,0,0,0,0,4.35,13.04,0,4.35,4.35,0,4.35,8.7,0,0,0,0,8.7,4.35,4.35,4.35,0,0,0,0,0,0,0,4.35,0,0,0,0,0,4.35,4.35,4.35,0,0,0,0,0,0,0,8.7,0,4.35,4.35,4.35,0,0,0,0,13.04,0,8.7,4.35,8.7,8.7,0,0,0,0,4.35,0,4.35,0,0,0,26.09,8.7,0,0,0,0,0,8.7,0,0,0,8.7,-1.013990314,0,0,1,0
x15770911,x666815759197294592,11/18/2015 3:10,11/18/2015,11/19/2020,1828,nekesamumbi,When you wanna read your iPad on the train but you got 3 more braids left .... https://t.co/LBteutgc07,ap,1,0.693147181,0.000547046,0.000546896,0,0,0,0,21,41.91,99,13.15,25.77,10.5,4.76,61.9,38.1,14.29,14.29,0,0,14.29,0,0,0,4.76,4.76,4.76,4.76,9.52,0,14.29,4.76,4.76,4.76,4.76,4.76,0,0,0,0,0,0,14.29,0,0,0,0,9.52,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,9.52,0,4.76,14.29,0,9.52,4.76,4.76,0,0,0,0,0,9.52,0,4.76,0,0,0,33.33,23.81,0,0,0,0,0,0,0,0,0,9.52,-3.013990314,0.000273448,1,0,0
x262937086,x1320220964676915201,10/25/2020 4:29,10/25/2020,11/19/2020,25,DanBarryNYT,“Heroes and stars out of the most unlikely players...”,nytimes,15,2.772588722,0.6,0.470003629,2,1.098612289,0.08,0.076961041,9,99,50,4.97,99,9,22.22,77.78,44.44,0,0,0,0,0,0,0,0,11.11,22.22,0,0,11.11,0,0,11.11,11.11,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,22.22,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,55.56,33.33,0,0,0,0,0,0,22.22,0,0,0,-15.01399031,0.273482335,0,1,0
x28138045,x1160235097716645888,8/10/2019 17:02,8/10/2019,11/19/2020,467,perezpena,Kind of convenient for a lot of people who reportedly had reason to fear what he would say. https://t.co/DXPghAmfWD via @NYTimes,nytimes,1,0.693147181,0.002141328,0.002139038,0,0,0,0,24,93.26,95.2,1,1,12,20.83,75,41.67,12.5,4.17,0,0,0,4.17,0,8.33,4.17,16.67,8.33,0,0,0,12.5,0,0,8.33,0,4.17,4.17,0,4.17,4.17,0,0,16.67,0,0,0,4.17,16.67,4.17,4.17,4.17,8.33,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,4.17,0,4.17,0,4.17,0,0,0,0,0,4.17,0,4.17,0,0,0,20.83,8.33,0,0,0,0,0,0,0,0,0,12.5,-0.013990314,0.001069519,0,0,0
x54182985,x739761561200427008,6/6/2016 10:11,6/6/2016,11/19/2020,1627,lhinnant,Aid group says IS shooting civilians fleeing Fallujah battle  https://t.co/fcn0xvZvcU,ap,0,0,0,0,0,0,0,0,14,83.81,92.33,1.06,1,14,35.71,42.86,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,21.43,0,0,0,0,7.14,7.14,0,7.14,0,7.14,0,14.29,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,21.43,7.14,0,7.14,0,7.14,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,21.43,7.14,0,0,0,0,0,0,0,0,0,14.29,-10.01399031,0,0,0,1
x19714682,x44802904611241984,3/7/2011 16:53,3/7/2011,11/19/2020,3545,DwightGarner,More Tina Fey in The New Yorker this week. #crunchygoodness,nytimes,1,0.693147181,0.000282087,0.000282048,0,0,0,0,10,98.58,50,93.3,25.77,5,10,60,30,10,0,0,0,0,0,0,10,10,10,0,0,0,0,0,20,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,10,-14.01399031,0.000141024,0,0,0
x18554022,x1017431618649247744,7/12/2018 15:32,7/12/2018,11/19/2020,861,JulietMacur,"Serena Williams has one heck of a bedtime story to tell her baby daughter tonight. “Once upon a time, in a land not far, far away, there was a superhero first-time mom who made it to the #Wimbledon final...” (Come to think of it, I’m going to tell my daughter that story, too.)",nytimes,204,5.323009979,0.236933798,0.212635574,52,3.970291914,0.06039489,0.058641376,54,94.82,82.28,98.01,25.77,18,12.96,92.59,48.15,12.96,5.56,3.7,0,0,1.85,0,7.41,9.26,16.67,5.56,3.7,0,1.85,16.67,5.56,0,1.85,5.56,0,0,0,0,0,0,0,18.52,7.41,0,7.41,0,5.56,1.85,1.85,0,0,0,1.85,0,0,0,0,0,0,0,0,0,1.85,0,1.85,0,0,0,3.7,11.11,3.7,27.78,3.7,11.11,12.96,0,0,0,0,0,0,1.85,1.85,0,0,0,0,31.48,9.26,9.26,0,0,0,0,1.85,3.7,1.85,3.7,1.85,29.98600969,0.135638475,0,0,0
x246646501,x1252629908188209153,4/21/2020 16:06,4/21/2020,11/19/2020,212,magancrane,"If not Kim Jong Un, then who? Meet the heirs to North Korea’s throne https://t.co/NpPW1Kxibe",ap,0,0,0,0,149,5.010635294,0.702830189,0.532291684,19,77.17,29.92,19.27,25.77,9.5,5.26,52.63,31.58,5.26,0,0,0,0,0,0,5.26,5.26,5.26,0,0,10.53,5.26,5.26,0,0,5.26,0,0,0,0,0,0,0,0,10.53,0,0,0,0,10.53,0,0,5.26,5.26,0,10.53,0,0,0,0,0,0,0,0,0,10.53,5.26,0,5.26,0,0,0,5.26,5.26,10.53,0,5.26,5.26,0,0,0,0,0,0,5.26,0,5.26,0,0,0,31.58,5.26,5.26,0,0,5.26,0,0,0,5.26,0,10.53,-5.013990314,0.266145842,0,0,1
x54182985,x1011183968006365184,6/25/2018 9:46,6/25/2018,11/19/2020,878,lhinnant,Migrants are being dropped in the Sahara desert by the hundreds: https://t.co/RczGpbj4VZ,ap,2,1.098612289,0.002277904,0.002275314,5,1.791759469,0.005694761,0.005678607,16,99,50,1,25.77,16,25,50,37.5,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,12.5,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,25,6.25,0,6.25,0,0,0,0,0,0,0,12.5,-8.013990314,0.003976961,0,0,1
x15770911,x1268228720684412930,6/3/2020 17:11,6/3/2020,11/19/2020,169,nekesamumbi,"A handy household tip for those who need to get zip ties off of your bread, bags of apples, Doritos and other everyday things that one might need to remove zip ties from.  https://t.co/gHA0h839y2",ap,0,0,0,0,52626,10.87098458,311.3964497,5.744273053,38,90.45,70.08,1,25.77,19,10.53,65.79,44.74,18.42,2.63,0,0,2.63,0,0,15.79,2.63,18.42,2.63,0,2.63,0,10.53,0,0,2.63,2.63,0,0,0,0,0,0,0,5.26,0,0,0,0,13.16,0,0,5.26,2.63,2.63,2.63,0,0,0,0,2.63,0,0,0,2.63,2.63,0,0,0,2.63,0,0,7.89,2.63,7.89,2.63,2.63,2.63,0,0,2.63,0,0,0,2.63,0,2.63,0,0,0,15.79,5.26,5.26,0,0,0,0,0,0,0,0,5.26,13.98600969,2.872136527,0,0,0
x19714682,x77355331801464833,6/5/2011 12:45,6/5/2011,11/19/2020,3455,DwightGarner,One dog won't quit eating the floorboards. One has lyme disease. The third is throwing me the stink eye. It's a George Booth cartoon here.,nytimes,1,0.693147181,0.000289436,0.000289394,3,1.386294361,0.000868307,0.00086793,25,63.83,21.18,1.59,1,6.25,16,80,40,8,4,4,0,0,0,0,4,16,0,16,4,0,4,28,0,0,0,12,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,12,4,4,0,4,4,0,4,0,0,0,0,12,4,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0,0,8,0,0,0.986009686,0.000578662,0,0,0
x15770911,x829520541593849857,2/9/2017 2:41,2/9/2017,11/19/2020,1379,nekesamumbi,@anniecorreal yes!! I think I even have her funeral service program. Everyone loved Miss Etta on the block,ap,1,0.693147181,0.000725163,0.0007249,0,0,0,0,18,46.37,71.09,23.51,25.77,6,27.78,83.33,44.44,22.22,16.67,11.11,0,0,5.56,0,5.56,5.56,5.56,5.56,5.56,0,0,16.67,0,0,0,0,0,11.11,5.56,5.56,0,0,5.56,16.67,0,0,5.56,0,11.11,5.56,0,0,0,5.56,0,0,0,0,0,5.56,0,0,0,0,5.56,5.56,0,0,0,0,0,16.67,0,5.56,0,5.56,0,11.11,0,0,0,0,5.56,5.56,0,0,5.56,0,0,22.22,5.56,0,0,0,0,11.11,0,0,0,0,5.56,-6.013990314,0.00036245,0,0,0
x28138045,x1072519373175357440,12/11/2018 15:51,12/11/2018,11/19/2020,709,perezpena,Is there any more apt symbolism for Brexit? Theresa May got locked in a German car. https://t.co/hjiaNEYpcp,nytimes,5,1.791759469,0.007052186,0.007027436,0,0,0,0,21,93.26,50,2.82,25.77,7,14.29,52.38,28.57,0,0,0,0,0,0,0,0,4.76,9.52,9.52,4.76,0,0,14.29,4.76,4.76,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,4.76,4.76,4.76,9.52,4.76,4.76,0,0,0,0,0,0,0,4.76,0,4.76,0,0,0,23.81,9.52,0,0,0,4.76,0,0,0,0,0,9.52,-3.013990314,0.003513718,0,0,1
x22055109,x874667719936888832,6/13/2017 16:40,6/13/2017,11/19/2020,1255,SteveDoocy,"Loretta Lynch Should be Under Criminal Investigation
https://t.co/BqdV7Jb1sc",foxnews,0,0,0,0,1605,7.381501895,1.278884462,0.823686052,12,81.63,50,1,25.77,12,33.33,58.33,25,0,0,0,0,0,0,0,0,0,8.33,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,8.33,0,8.33,0,8.33,0,8.33,0,0,8.33,0,8.33,8.33,0,8.33,0,0,0,25,8.33,0,0,0,0,0,0,0,0,0,16.67,-12.01399031,0.411843026,0,0,1
x246646501,x1293674581828538369,8/12/2020 22:23,8/12/2020,11/19/2020,99,magancrane,"Kamala Harris owes $1.1 million to vendors from her unsuccessful presidential campaign, according to FEC filings https://t.co/MImsY7whzF",ap,0,0,0,0,200,5.303304908,2.02020202,1.105323723,21,98.45,68.29,1,1,21,38.1,47.62,19.05,4.76,4.76,0,0,0,4.76,0,0,0,14.29,0,0,0,0,4.76,0,0,0,9.52,0,4.76,0,4.76,0,0,4.76,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,4.76,9.52,0,0,0,4.76,0,0,0,0,0,4.76,0,0,4.76,0,0,4.76,0,4.76,0,0,0,23.81,4.76,4.76,0,0,0,0,0,0,0,0,14.29,-3.013990314,0.552661862,0,0,1
x54182985,x970588553062252544,3/5/2018 9:15,3/5/2018,11/19/2020,990,lhinnant,"Mosul still weight down by tons of debris, months later:  ""If they get rid of the rubble and repair the streets, a man can rebuild with his own hands."" https://t.co/K6olCoTymF",ap,0,0,0,0,0,0,0,0,34,97.21,72.17,6.2,25.77,17,8.82,67.65,41.18,5.88,5.88,0,0,0,2.94,2.94,0,8.82,14.71,2.94,2.94,5.88,0,2.94,2.94,2.94,0,0,2.94,0,0,0,0,0,0,8.82,0,0,0,5.88,2.94,0,0,2.94,2.94,0,2.94,5.88,0,0,5.88,5.88,2.94,0,0,2.94,5.88,0,0,2.94,2.94,0,0,5.88,0,14.71,0,5.88,8.82,0,0,0,0,0,0,2.94,0,2.94,0,0,0,26.47,5.88,5.88,2.94,0,0,0,0,5.88,0,0,5.88,9.986009686,0,0,0,1
x17389023,x1150078420732301312,7/13/2019 16:23,7/13/2019,11/19/2020,495,davidwchen,"""There was a real clarity of the inappropriateness of the behavior"": Must-read @AmyJHarris and @ByMikeBaker on Epstein's creepy time at Dalton under one headmaster who was AG Barr's father, and another who was later accused of sexual assault https://t.co/ZsbflYQcIv",nytimes,3,1.386294361,0.006060606,0.006042314,2,1.098612289,0.004040404,0.004032264,44,90.88,75.24,5.43,3.73,44,25,63.64,43.18,6.82,0,0,0,0,0,0,6.82,6.82,13.64,9.09,2.27,4.55,0,11.36,2.27,2.27,4.55,2.27,2.27,2.27,0,2.27,0,2.27,0,6.82,2.27,0,0,2.27,2.27,0,0,2.27,0,2.27,0,0,0,0,0,2.27,0,0,2.27,0,4.55,0,0,4.55,0,0,6.82,0,0,13.64,2.27,6.82,4.55,2.27,0,0,0,0,0,2.27,0,2.27,0,0,0,27.27,2.27,2.27,2.27,0,0,0,2.27,4.55,4.55,0,9.09,19.98600969,0.005037289,1,0,0
